Date : 2023-05-14 13:51:06
Directory : d:\django projects\Full project code\adnan-game-animal
Total : 216 files,  12971 codes, 1205 comments, 3270 blanks, all 17446 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| d:\django projects\Full project code\adnan-game-animal\gameadmin\migrations\0003_startingroom_admin_startingroom_time.py              | Python           |         18 |          1 |          6 |         25 |
| d:\django projects\Full project code\adnan-game-animal\gameadmin\migrations\__init__.py                                               | Python           |          0 |          0 |          1 |          1 |
| d:\django projects\Full project code\adnan-game-animal\gameadmin\models.py                                                            | Python           |         12 |          0 |          4 |         16 |
| d:\django projects\Full project code\adnan-game-animal\gameadmin\routing.py                                                           | Python           |          5 |          0 |          2 |          7 |
| d:\django projects\Full project code\adnan-game-animal\gameadmin\tests.py                                                             | Python           |          1 |          1 |          2 |          4 |
| d:\django projects\Full project code\adnan-game-animal\gameadmin\views.py                                                             | Python           |          1 |          1 |          2 |          4 |
| d:\django projects\Full project code\adnan-game-animal\letter\__init__.py                                                             | Python           |          0 |          0 |          1 |          1 |
| d:\django projects\Full project code\adnan-game-animal\letter\admin.py                                                                | Python           |          1 |          1 |          2 |          4 |
| d:\django projects\Full project code\adnan-game-animal\letter\apps.py                                                                 | Python           |          4 |          0 |          3 |          7 |
| d:\django projects\Full project code\adnan-game-animal\letter\consumers.py                                                            | Python           |        113 |          6 |         15 |        134 |
| d:\django projects\Full project code\adnan-game-animal\letter\migrations\__init__.py                                                  | Python           |          0 |          0 |          1 |          1 |
| d:\django projects\Full project code\adnan-game-animal\letter\models.py                                                               | Python           |          1 |          1 |          2 |          4 |
| d:\django projects\Full project code\adnan-game-animal\letter\routing.py                                                              | Python           |          5 |          0 |          2 |          7 |
| d:\django projects\Full project code\adnan-game-animal\letter\tests.py                                                                | Python           |          1 |          1 |          2 |          4 |
| d:\django projects\Full project code\adnan-game-animal\letter\views.py                                                                | Python           |          1 |          1 |          2 |          4 |
| d:\django projects\Full project code\adnan-game-animal\manage.py                                                                      | Python           |         15 |          3 |          5 |         23 |
| d:\django projects\Full project code\adnan-game-animal\quiz\__init__.py                                                               | Python           |          0 |          0 |          1 |          1 |
| d:\django projects\Full project code\adnan-game-animal\quiz\admin.py                                                                  | Python           |          1 |          1 |          2 |          4 |
| d:\django projects\Full project code\adnan-game-animal\quiz\apps.py                                                                   | Python           |          4 |          0 |          3 |          7 |
| d:\django projects\Full project code\adnan-game-animal\quiz\consumers.py                                                              | Python           |        190 |          2 |         32 |        224 |
| d:\django projects\Full project code\adnan-game-animal\quiz\migrations\0001_initial.py                                                | Python           |         16 |          1 |          7 |         24 |
| d:\django projects\Full project code\adnan-game-animal\quiz\migrations\0002_alter_mymodel_data.py                                     | Python           |         12 |          1 |          6 |         19 |
| d:\django projects\Full project code\adnan-game-animal\quiz\migrations\0003_alter_mymodel_data.py                                     | Python           |         13 |          1 |          6 |         20 |
| d:\django projects\Full project code\adnan-game-animal\quiz\migrations\0004_title.py                                                  | Python           |         15 |          1 |          6 |         22 |
| d:\django projects\Full project code\adnan-game-animal\quiz\migrations\0005_title_user.py                                             | Python           |         12 |          1 |          6 |         19 |
| d:\django projects\Full project code\adnan-game-animal\quiz\migrations\0006_title_date.py                                             | Python           |         13 |          1 |          6 |         20 |
| d:\django projects\Full project code\adnan-game-animal\quiz\migrations\0007_room_created.py                                           | Python           |         18 |          1 |          6 |         25 |
| d:\django projects\Full project code\adnan-game-animal\quiz\migrations\0008_alter_room_created_room_created.py                        | Python           |         12 |          1 |          6 |         19 |
| d:\django projects\Full project code\adnan-game-animal\quiz\migrations\0009_title_edit.py                                             | Python           |         12 |          1 |          6 |         19 |
| d:\django projects\Full project code\adnan-game-animal\quiz\migrations\0010_remove_title_edit.py                                      | Python           |         11 |          1 |          6 |         18 |
| d:\django projects\Full project code\adnan-game-animal\quiz\migrations\0011_title_num.py                                              | Python           |         12 |          1 |          6 |         19 |
| d:\django projects\Full project code\adnan-game-animal\quiz\migrations\0012_password.py                                               | Python           |         15 |          1 |          6 |         22 |
| d:\django projects\Full project code\adnan-game-animal\quiz\migrations\0013_mymodel_delete.py                                         | Python           |         12 |          1 |          6 |         19 |
| d:\django projects\Full project code\adnan-game-animal\quiz\migrations\0014_title_delete.py                                           | Python           |         12 |          1 |          6 |         19 |
| d:\django projects\Full project code\adnan-game-animal\quiz\migrations\0015_enumeration.py                                            | Python           |         15 |          1 |          6 |         22 |
| d:\django projects\Full project code\adnan-game-animal\quiz\migrations\0016_alter_mymodel_code.py                                     | Python           |         12 |          1 |          6 |         19 |
| d:\django projects\Full project code\adnan-game-animal\quiz\migrations\0017_priv.py                                                   | Python           |         15 |          1 |          6 |         22 |
| d:\django projects\Full project code\adnan-game-animal\quiz\migrations\0018_played_quiz.py                                            | Python           |         15 |          1 |          6 |         22 |
| d:\django projects\Full project code\adnan-game-animal\quiz\migrations\0019_alter_played_quiz_code.py                                 | Python           |         12 |          1 |          6 |         19 |
| d:\django projects\Full project code\adnan-game-animal\quiz\migrations\0020_alter_played_quiz_unique_together.py                      | Python           |         11 |          1 |          6 |         18 |
| d:\django projects\Full project code\adnan-game-animal\quiz\migrations\0021_played_quiz_name.py                                       | Python           |         12 |          1 |          6 |         19 |
| d:\django projects\Full project code\adnan-game-animal\quiz\migrations\0022_played_quiz_ids.py                                        | Python           |         12 |          1 |          6 |         19 |
| d:\django projects\Full project code\adnan-game-animal\quiz\migrations\0023_alter_played_quiz_ids.py                                  | Python           |         12 |          1 |          6 |         19 |
| d:\django projects\Full project code\adnan-game-animal\quiz\migrations\0024_alter_played_quiz_code_alter_played_quiz_ids.py           | Python           |         17 |          1 |          6 |         24 |
| d:\django projects\Full project code\adnan-game-animal\quiz\migrations\0025_alter_played_quiz_ids.py                                  | Python           |         12 |          1 |          6 |         19 |
| d:\django projects\Full project code\adnan-game-animal\quiz\migrations\__init__.py                                                    | Python           |          0 |          0 |          1 |          1 |
| d:\django projects\Full project code\adnan-game-animal\quiz\models.py                                                                 | Python           |         36 |          0 |         11 |         47 |
| d:\django projects\Full project code\adnan-game-animal\quiz\routing.py                                                                | Python           |          5 |          0 |          2 |          7 |
| d:\django projects\Full project code\adnan-game-animal\quiz\tests.py                                                                  | Python           |          1 |          1 |          2 |          4 |
| d:\django projects\Full project code\adnan-game-animal\quiz\views.py                                                                  | Python           |          1 |          1 |          2 |          4 |
| d:\django projects\Full project code\adnan-game-animal\requirements.txt                                                               | pip requirements |        201 |          0 |          0 |        201 |
| d:\django projects\Full project code\adnan-game-animal\templates\accounthome.html                                                     | HTML             |         62 |          0 |         22 |         84 |
| d:\django projects\Full project code\adnan-game-animal\templates\accounthome2.html                                                    | HTML             |         39 |          2 |          7 |         48 |
| d:\django projects\Full project code\adnan-game-animal\templates\base.html                                                            | HTML             |        217 |         21 |         33 |        271 |
| d:\django projects\Full project code\adnan-game-animal\templates\camera.html                                                          | HTML             |        101 |          0 |         25 |        126 |
| d:\django projects\Full project code\adnan-game-animal\templates\create.html                                                          | HTML             |         98 |          0 |         19 |        117 |
| d:\django projects\Full project code\adnan-game-animal\templates\created.html                                                         | HTML             |         97 |          0 |         20 |        117 |
| d:\django projects\Full project code\adnan-game-animal\templates\edit.html                                                            | HTML             |        505 |          0 |        133 |        638 |
| d:\django projects\Full project code\adnan-game-animal\templates\end.html                                                             | HTML             |         54 |          0 |         16 |         70 |
| d:\django projects\Full project code\adnan-game-animal\templates\endAdmin.html                                                        | HTML             |        329 |          0 |         42 |        371 |
| d:\django projects\Full project code\adnan-game-animal\templates\end_quiz_qr.html                                                     | HTML             |        251 |          1 |         47 |        299 |
| d:\django projects\Full project code\adnan-game-animal\templates\game.html                                                            | HTML             |        812 |          0 |        167 |        979 |
| d:\django projects\Full project code\adnan-game-animal\templates\gamequiz.html                                                        | HTML             |        192 |          0 |         47 |        239 |
| d:\django projects\Full project code\adnan-game-animal\templates\join.html                                                            | HTML             |         64 |          9 |         27 |        100 |
| d:\django projects\Full project code\adnan-game-animal\templates\joinqr.html                                                          | HTML             |         50 |          8 |         25 |         83 |
| d:\django projects\Full project code\adnan-game-animal\templates\joinquiz.html                                                        | HTML             |         63 |          9 |         28 |        100 |
| d:\django projects\Full project code\adnan-game-animal\templates\last_quiz.html                                                       | HTML             |         30 |          0 |         12 |         42 |
